0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,label
0.31412845849990845,0.25906458497047424,1.5953222600728623e-06,0.35239702463150024,0.3131631016731262,-0.12229429185390472,0.39402449131011963,0.31475257873535156,-0.20748095214366913,0.4328017234802246,0.30063754320144653,-0.27042776346206665,0.4571852684020996,0.29345953464508057,-0.32682767510414124,0.34069785475730896,0.12289856374263763,-0.2110716700553894,0.5083429217338562,0.1343068778514862,-0.28646689653396606,0.5962451696395874,0.185003861784935,-0.31616219878196716,0.6608087420463562,0.2307775914669037,-0.3326021432876587,0.3604580760002136,0.0501217320561409,-0.17798803746700287,0.5459385514259338,0.08128253370523453,-0.25488001108169556,0.6332615613937378,0.15381209552288055,-0.2709847688674927,0.6846889853477478,0.21587613224983215,-0.2765519618988037,0.39043939113616943,0.01298697292804718,-0.14983557164669037,0.5575150847434998,0.04049171507358551,-0.2130337357521057,0.638448178768158,0.10992446541786194,-0.2228240817785263,0.6861452460289001,0.16748102009296417,-0.22361008822917938,0.42826345562934875,0.0002566874027252197,-0.13009825348854065,0.5475622415542603,0.02532118558883667,-0.18045805394649506,0.6150848865509033,0.08330734074115753,-0.19674983620643616,0.65960693359375,0.1285678595304489,-0.2024439424276352,0
0.32473546266555786,0.23325571417808533,1.3512310488295043e-06,0.35817623138427734,0.24767062067985535,-0.0872420221567154,0.4062386155128479,0.23010948300361633,-0.15535017848014832,0.46998366713523865,0.22104741632938385,-0.209150031208992,0.5238888263702393,0.2170829176902771,-0.2584769129753113,0.3388124108314514,0.10846185684204102,-0.1629992574453354,0.47582510113716125,0.1360403299331665,-0.24027279019355774,0.5576093196868896,0.18418948352336884,-0.2793731689453125,0.623544454574585,0.22144168615341187,-0.3019840717315674,0.3442392349243164,0.05169834941625595,-0.14855721592903137,0.514772355556488,0.0847691148519516,-0.23335614800453186,0.605242133140564,0.15491928160190582,-0.2557428777217865,0.6675376892089844,0.20694133639335632,-0.26328685879707336,0.3650897145271301,0.020274624228477478,-0.1389310210943222,0.5313775539398193,0.03892122209072113,-0.2124854475259781,0.6166418194770813,0.10775993019342422,-0.22476181387901306,0.6704343557357788,0.160540372133255,-0.223040372133255,0.394706666469574,0.009217843413352966,-0.13474243879318237,0.5236307382583618,0.026832781732082367,-0.1885950118303299,0.5971303582191467,0.07796498388051987,-0.20379987359046936,0.6495225429534912,0.11591774970293045,-0.20796748995780945,0
0.3671552240848541,0.23728665709495544,1.5079443755894317e-06,0.3861323595046997,0.2951332926750183,-0.11576499789953232,0.4226294159889221,0.3149816691875458,-0.20030778646469116,0.4560343325138092,0.3281227648258209,-0.2629140019416809,0.47698506712913513,0.3476237654685974,-0.319134384393692,0.4328858554363251,0.11639916896820068,-0.2101808488368988,0.6012245416641235,0.17449624836444855,-0.27760908007621765,0.6652681827545166,0.24628105759620667,-0.3019979000091553,0.7059217691421509,0.3002017140388489,-0.3145120441913605,0.4589940011501312,0.044959984719753265,-0.1777879148721695,0.6486033201217651,0.12144145369529724,-0.24563513696193695,0.716834306716919,0.2104102075099945,-0.2567465305328369,0.7532978653907776,0.28061890602111816,-0.25908368825912476,0.490978479385376,0.01060570776462555,-0.14834310114383698,0.6689383387565613,0.08715292811393738,-0.20166151225566864,0.7276930809020996,0.17106899619102478,-0.20597270131111145,0.7607854008674622,0.23457258939743042,-0.20400792360305786,0.5272415280342102,0.005420252680778503,-0.12708567082881927,0.656484842300415,0.07380826771259308,-0.16544272005558014,0.7067773342132568,0.14584092795848846,-0.17400340735912323,0.7390704154968262,0.19610774517059326,-0.1754675656557083,0
0.369791716337204,0.6127893924713135,1.3415977946351632e-06,0.5677337050437927,0.5272605419158936,0.010326088406145573,0.6732695698738098,0.40624916553497314,-0.003408288350328803,0.754228413105011,0.30023524165153503,-0.035816386342048645,0.7435436248779297,0.18608781695365906,-0.0666779950261116,0.4565420150756836,0.1624228060245514,0.05435912311077118,0.5446239709854126,0.09075434505939484,-0.0024493043310940266,0.6339913606643677,0.1259804517030716,-0.055948104709386826,0.694059431552887,0.18537341058254242,-0.09040232002735138,0.39952778816223145,0.1535521298646927,0.011255274526774883,0.5175657272338867,0.06393364071846008,-0.07044234871864319,0.625724732875824,0.11670221388339996,-0.13444846868515015,0.6816015243530273,0.20735520124435425,-0.1655578315258026,0.36297309398651123,0.17578819394111633,-0.038295354694128036,0.48796623945236206,0.08183759450912476,-0.1104893758893013,0.6067192554473877,0.14327561855316162,-0.14753763377666473,0.6713863611221313,0.2290908694267273,-0.15561097860336304,0.34020867943763733,0.2282671332359314,-0.08839191496372223,0.46663057804107666,0.16141554713249207,-0.13782505691051483,0.5757498741149902,0.17895138263702393,-0.15950486063957214,0.6493678689002991,0.22121277451515198,-0.16580696403980255,0
0.4052164554595947,0.8255671858787537,1.1430161066527944e-06,0.5779121518135071,0.6284049153327942,0.1635637879371643,0.6176817417144775,0.45157426595687866,0.20346179604530334,0.6863059401512146,0.34335756301879883,0.19319933652877808,0.7376195192337036,0.25201180577278137,0.1857486516237259,0.29835841059684753,0.33527085185050964,0.12325547635555267,0.43012535572052,0.10142907500267029,0.06090034171938896,0.5974496603012085,0.08833920955657959,0.026646891608834267,0.713874101638794,0.1504424810409546,0.01919146627187729,0.27381595969200134,0.3523811995983124,-0.005276309791952372,0.43568867444992065,0.053598374128341675,-0.09293977171182632,0.6438482999801636,0.07522185146808624,-0.11860387027263641,0.7605526447296143,0.16888879239559174,-0.10939876735210419,0.3029095232486725,0.3762925863265991,-0.12946286797523499,0.44860777258872986,0.08421330153942108,-0.19078785181045532,0.642919659614563,0.10378767549991608,-0.16972002387046814,0.7384005188941956,0.18146948516368866,-0.13380038738250732,0.3810557723045349,0.4114609658718109,-0.24353569746017456,0.5136526823043823,0.19375601410865784,-0.2715778052806854,0.6537523865699768,0.17871294915676117,-0.24474075436592102,0.7398778200149536,0.21721288561820984,-0.21205765008926392,0
0.39368095993995667,0.8112494945526123,1.3175684898669715e-06,0.5645895004272461,0.6293615102767944,0.10666369646787643,0.6060534119606018,0.4538835883140564,0.1214854046702385,0.6822466850280762,0.34499287605285645,0.09445756673812866,0.7289851903915405,0.2524968385696411,0.07059375196695328,0.2691592574119568,0.32872554659843445,0.08643950521945953,0.42934274673461914,0.08595053851604462,0.015367935411632061,0.604631781578064,0.08795258402824402,-0.03311724588274956,0.7208935022354126,0.1605098396539688,-0.05103765055537224,0.2514316439628601,0.3414124548435211,-0.01492970623075962,0.43398386240005493,0.04644431173801422,-0.10162132233381271,0.646929919719696,0.07812641561031342,-0.14362508058547974,0.7606416940689087,0.17403972148895264,-0.15091057121753693,0.2879747152328491,0.3674887716770172,-0.11561509966850281,0.4513603150844574,0.07597425580024719,-0.1756570041179657,0.6544018387794495,0.10636529326438904,-0.1745065450668335,0.7517141103744507,0.19221174716949463,-0.15683865547180176,0.3755934238433838,0.4107961058616638,-0.2109001874923706,0.5188937187194824,0.1887720227241516,-0.24111904203891754,0.6675179600715637,0.18609681725502014,-0.22323322296142578,0.7520890235900879,0.23575884103775024,-0.1999433934688568,0
0.3156431317329407,0.8126612901687622,1.2619519793588552e-06,0.49863484501838684,0.6559405326843262,0.16126757860183716,0.577925443649292,0.5017874240875244,0.19175122678279877,0.6738868951797485,0.4079350233078003,0.1720634251832962,0.7494382262229919,0.31709733605384827,0.15307305753231049,0.2953529953956604,0.326564222574234,0.10967259854078293,0.4689450263977051,0.09809312224388123,0.05401576682925224,0.638812780380249,0.11460001766681671,0.028312748298048973,0.7389974594116211,0.19830451905727386,0.028398985043168068,0.27568405866622925,0.3326294720172882,-0.01627671718597412,0.47787684202194214,0.05504193902015686,-0.09587021172046661,0.6779431104660034,0.11066171526908875,-0.11376411467790604,0.7685602903366089,0.22684907913208008,-0.09895125776529312,0.30551159381866455,0.36124712228775024,-0.13632191717624664,0.4901105463504791,0.08559595048427582,-0.18329644203186035,0.6776046752929688,0.1384333074092865,-0.15190929174423218,0.756426215171814,0.23245128989219666,-0.11086083203554153,0.37997549772262573,0.41242915391921997,-0.24643851816654205,0.5435789823532104,0.2051345258951187,-0.25772273540496826,0.6838711500167847,0.21642370522022247,-0.21805033087730408,0.7582624554634094,0.2747325897216797,-0.1768847554922104,0
0.4272071421146393,0.8116061687469482,1.4018878573551774e-06,0.5970622301101685,0.6208308935165405,0.10409016907215118,0.6257607340812683,0.44397661089897156,0.11941312998533249,0.6938950419425964,0.3333739936351776,0.0941498726606369,0.7195649743080139,0.22990782558918,0.0733872503042221,0.2891346514225006,0.335573673248291,0.09533024579286575,0.41892722249031067,0.0923469215631485,0.02171214483678341,0.5932163596153259,0.07317455112934113,-0.0321531780064106,0.7182617783546448,0.13616131246089935,-0.052744437009096146,0.26244258880615234,0.34812527894973755,-0.004268876742571592,0.4146365225315094,0.04721368849277496,-0.09095979481935501,0.6275758743286133,0.056566327810287476,-0.1341814547777176,0.7476665377616882,0.14096419513225555,-0.14083845913410187,0.2865354120731354,0.36668187379837036,-0.10459507256746292,0.4272533059120178,0.0699954479932785,-0.16398772597312927,0.6305376887321472,0.08527447283267975,-0.15988284349441528,0.7318078875541687,0.1648055613040924,-0.13848181068897247,0.36263805627822876,0.4014304578304291,-0.2004091590642929,0.4910286068916321,0.17684797942638397,-0.22912989556789398,0.6370486617088318,0.16503466665744781,-0.20862162113189697,0.7233047485351562,0.20902839303016663,-0.1816815584897995,0
0.4392155110836029,0.7574694156646729,1.8418587615087745e-06,0.595020592212677,0.6367285847663879,0.033554915338754654,0.6674268245697021,0.4722636938095093,0.014560436829924583,0.7374131679534912,0.34684062004089355,-0.030165638774633408,0.7386482954025269,0.2180626094341278,-0.07175157219171524,0.3840596377849579,0.3206990659236908,0.01780049502849579,0.4472730755805969,0.1183217242360115,-0.05974692478775978,0.6057613492012024,0.10263691842556,-0.10665039718151093,0.7223126888275146,0.1542920172214508,-0.12415522336959839,0.3245890736579895,0.3273778557777405,-0.050656720995903015,0.4033362865447998,0.07403543591499329,-0.15227124094963074,0.6075781583786011,0.06842929124832153,-0.19564293324947357,0.7402795553207397,0.15147952735424042,-0.19998495280742645,0.293975293636322,0.35200104117393494,-0.12318107485771179,0.3728073537349701,0.09707464277744293,-0.20991790294647217,0.5744805335998535,0.09626203775405884,-0.2165326178073883,0.6979489326477051,0.1627655327320099,-0.196135014295578,0.2981959879398346,0.39871448278427124,-0.19437959790229797,0.40994375944137573,0.19907933473587036,-0.2548648416996002,0.5639573931694031,0.18073198199272156,-0.2514297366142273,0.6717747449874878,0.2215721607208252,-0.23065005242824554,0
0.3861553370952606,0.832112729549408,1.2016473647236126e-06,0.5890536904335022,0.6236937642097473,0.08993544429540634,0.6537611484527588,0.4475488066673279,0.10075851529836655,0.7438034415245056,0.32478469610214233,0.07254032790660858,0.7556231617927551,0.23457328975200653,0.04918697848916054,0.270317018032074,0.27006813883781433,0.13446800410747528,0.45570358633995056,0.07618452608585358,0.07050970941781998,0.6215157508850098,0.08930915594100952,0.007882645353674889,0.7287099361419678,0.15090811252593994,-0.025945289060473442,0.23590204119682312,0.27682724595069885,0.04409191757440567,0.4785478413105011,0.04149828851222992,-0.02957919053733349,0.6623844504356384,0.0879882425069809,-0.08194847404956818,0.7580608129501343,0.18365752696990967,-0.10248849540948868,0.2512974143028259,0.3017326295375824,-0.05079399049282074,0.4857058525085449,0.0752338320016861,-0.10456499457359314,0.6727696061134338,0.11982814222574234,-0.11141657084226608,0.7674100399017334,0.20877623558044434,-0.10269314050674438,0.3210645914077759,0.3523772358894348,-0.1431540697813034,0.5248990654945374,0.18733908236026764,-0.1678372472524643,0.6738685369491577,0.1980028599500656,-0.1547316014766693,0.762096643447876,0.24577033519744873,-0.1384233981370926,0
